Catalog Nbr,Section,Acad Group,Class Nbr,Subject,Course Title,Component,Days,Time,Location,Instructor,Units,Class Duration
 106,3,Information,21037,Information,"Prog, Info & People",Discussion,"Tuesday, Thursday",830-10AM,706 BMT,"Professor van Lent, Professor Faculty",4.00,Full Term
 106,4,Information,25773,Information,"Prog, Info & People",Discussion,"Monday, Wednesday",530-7PM,2185 NQ,"Professor van Lent, Professor Faculty",4.00,Full Term
 106,5,Information,21702,Information,"Prog, Info & People",Discussion,"Monday, Wednesday",530-7PM,1245 NQ,"Professor van Lent, Professor Faculty",4.00,Full Term
 106,6,Information,21701,Information,"Prog, Info & People",Discussion,"Tuesday, Thursday",10-1130AM,B124 MLB,"Professor van Lent, Professor Faculty",4.00,Full Term
 106,7,Information,25772,Information,"Prog, Info & People",Discussion,"Tuesday, Thursday",530-7PM,G168 AH,"Professor van Lent, Professor Faculty",4.00,Full Term
 106,8,Information,26761,Information,"Prog, Info & People",Discussion,"Tuesday, Thursday",1130-1PM,to be determined,"Professor van Lent, Professor Faculty",4.00,Full Term
 106,9,Information,21035,Information,"Prog, Info & People",Discussion,"Tuesday, Thursday",4-530PM,706 BMT,"Professor van Lent, Professor Faculty",4.00,Full Term
 110,1,Information,15418,Information,Intr to Info Studies,Lecture,"Tuesday, Thursday",230-4PM,2500 SKB,Professor Lampe,4.00,Full Term
 110,2,Information,15419,Information,Intr to Info Studies,Discussion,Wednesday,10-11AM,3755 SPH1,"Professor Lampe, Professor Faculty",4.00,Full Term
 110,3,Information,22615,Information,Intr to Info Studies,Discussion,Wednesday,1-2PM,2185 NQ,"Professor Lampe, Professor Faculty",4.00,Full Term
 110,4,Information,24139,Information,Intr to Info Studies,Discussion,Wednesday,2-3PM,2185 NQ,"Professor Lampe, Professor Faculty",4.00,Full Term
 110,5,Information,15420,Information,Intr to Info Studies,Discussion,Wednesday,3-4PM,2185 NQ,"Professor Lampe, Professor Faculty",4.00,Full Term
 110,6,Information,25616,Information,Intr to Info Studies,Discussion,Wednesday,2-3PM,2245 NQ,"Professor Lampe, Professor Faculty",4.00,Full Term
 110,7,Information,20344,Information,Intr to Info Studies,Discussion,Wednesday,3-4PM,2245 NQ,"Professor Lampe, Professor Faculty",4.00,Full Term
 110,8,Information,20345,Information,Intr to Info Studies,Discussion,Tuesday,6-7PM,1185 NQ,"Professor Lampe, Professor Faculty",4.00,Full Term
 110,9,Information,21723,Information,Intr to Info Studies,Discussion,Wednesday,7-8PM,2185 NQ,"Professor Lampe, Professor Faculty",4.00,Full Term
 110,10,Information,23393,Information,Intr to Info Studies,Discussion,Tuesday,7-8PM,1255 NQ,"Professor Lampe, Professor Faculty",4.00,Full Term
 110,11,Information,26698,Information,Intr to Info Studies,Discussion,Wednesday,10-11AM,2011 MLB,"Professor Lampe, Professor Faculty",4.00,Full Term
 110,12,Information,30448,Information,Intr to Info Studies,Discussion,Wednesday,9-10AM,4128 LSA,"Professor Lampe, Professor Faculty",4.00,Full Term
 110,13,Information,33307,Information,Intr to Info Studies,Discussion,Tuesday,6-7PM,2011 MLB,"Professor Lampe, Professor Faculty",4.00,Full Term
 110,14,Information,33308,Information,Intr to Info Studies,Discussion,Wednesday,1-2PM,2245 NQ,"Professor Lampe, Professor Faculty",4.00,Full Term
 110,15,Information,33309,Information,Intr to Info Studies,Discussion,Wednesday,9-10AM,G311 DENT,"Professor Lampe, Professor Faculty",4.00,Full Term
 206,1,Information,21087,Information,Data-Oriented Prog,Lecture,"Tuesday, Thursday",1130-1PM,0460 CCCB,Professor Ericson,4.00,Full Term
 206,2,Information,21088,Information,Data-Oriented Prog,Discussion,Tuesday,1-2PM,2114 MLB,"Professor Ericson, Professor Faculty",4.00,Full Term
 206,3,Information,21090,Information,Data-Oriented Prog,Discussion,Wednesday,11-12PM,1265 NQ,"Professor Ericson, Professor Faculty",4.00,Full Term
 206,4,Information,21089,Information,Data-Oriented Prog,Discussion,Wednesday,11-12PM,1567 NUB,"Professor Ericson, Professor Faculty",4.00,Full Term
 206,5,Information,25615,Information,Data-Oriented Prog,Discussion,Wednesday,4-5PM,4318 SPH2,"Professor Ericson, Professor Faculty",4.00,Full Term
 206,6,Information,30465,Information,Data-Oriented Prog,Discussion,Wednesday,5-6PM,2011 MLB,"Professor Ericson, Professor Faculty",4.00,Full Term
 206,7,Information,31582,Information,Data-Oriented Prog,Discussion,Wednesday,6-7PM,2011 MLB,"Professor Ericson, Professor Faculty",4.00,Full Term
 206,8,Information,33311,Information,Data-Oriented Prog,Discussion,Wednesday,12-1PM,1265 NQ,"Professor Ericson, Professor Faculty",4.00,Full Term
 206,9,Information,33312,Information,Data-Oriented Prog,Discussion,Wednesday,12-1PM,2185 NQ,"Professor Ericson, Professor Faculty",4.00,Full Term
 206,101,Information,30460,Information,Data-Oriented Prog,Lecture,"Tuesday, Thursday",1130-1PM,to be determined,Professor Ericson,4.00,Full Term
 206,102,Information,30461,Information,Data-Oriented Prog,Discussion,Tuesday,1-2PM,to be determined,"Professor Ericson, Professor Faculty",4.00,Full Term
 206,103,Information,30462,Information,Data-Oriented Prog,Discussion,Wednesday,11-12PM,to be determined,"Professor Ericson, Professor Faculty",4.00,Full Term
 206,104,Information,30463,Information,Data-Oriented Prog,Discussion,Wednesday,11-12PM,to be determined,"Professor Ericson, Professor Faculty",4.00,Full Term
 206,105,Information,30464,Information,Data-Oriented Prog,Discussion,Wednesday,4-5PM,to be determined,"Professor Ericson, Professor Faculty",4.00,Full Term
 206,106,Information,30466,Information,Data-Oriented Prog,Discussion,Wednesday,5-6PM,to be determined,"Professor Ericson, Professor Faculty",4.00,Full Term
 206,107,Information,31583,Information,Data-Oriented Prog,Discussion,Wednesday,6-7PM,to be determined,"Professor Ericson, Professor Faculty",4.00,Full Term
 206,108,Information,33313,Information,Data-Oriented Prog,Discussion,Wednesday,12-1PM,to be determined,"Professor Ericson, Professor Faculty",4.00,Full Term
 206,109,Information,33314,Information,Data-Oriented Prog,Discussion,Wednesday,12-1PM,to be determined,"Professor Ericson, Professor Faculty",4.00,Full Term
 300,1,Information,24392,Information,Career/Intern Studio,Lecture,Monday,1-3PM,3460 CCCB,Professor Kroll,1.00,Partial Term
 300,2,Information,24393,Information,Career/Intern Studio,Lecture,Wednesday,1-3PM,3460 CCCB,Professor Kroll,1.00,Partial Term
 300,3,Information,26693,Information,Career/Intern Studio,Lecture,Friday,12-2PM,3420 CCCB,Professor Hansen,1.00,Partial Term
 300,4,Information,24394,Information,Career/Intern Studio,Lecture,Friday,12-2PM,3420 CCCB,Professor Hansen,1.00,Partial Term
 301,1,Information,21007,Information,Models of Social Inf,Lecture,"Monday, Wednesday",1-230PM,140 LORCH,Professor Romero,4.00,Full Term
 301,2,Information,26133,Information,Models of Social Inf,Discussion,Friday,10-11AM,R2310 BUS,"Professor Romero, Professor Faculty",4.00,Full Term
 301,3,Information,25644,Information,Models of Social Inf,Discussion,Friday,11-12PM,2245 NQ,"Professor Romero, Professor Faculty",4.00,Full Term
 301,4,Information,21914,Information,Models of Social Inf,Discussion,Friday,10-11AM,2245 NQ,"Professor Romero, Professor Faculty",4.00,Full Term
 301,5,Information,24140,Information,Models of Social Inf,Discussion,Friday,1-2PM,1265 NQ,"Professor Romero, Professor Faculty",4.00,Full Term
 301,6,Information,29975,Information,Models of Social Inf,Discussion,Friday,9-10AM,2245 NQ,"Professor Romero, Professor Faculty",4.00,Full Term
 301,7,Information,29976,Information,Models of Social Inf,Discussion,Friday,9-10AM,B3560 BUS,"Professor Romero, Professor Faculty",4.00,Full Term
 301,8,Information,33315,Information,Models of Social Inf,Discussion,Friday,11-12PM,1265 NQ,"Professor Romero, Professor Faculty",4.00,Full Term
 301,9,Information,33316,Information,Models of Social Inf,Discussion,Friday,1-2PM,2185 NQ,"Professor Romero, Professor Faculty",4.00,Full Term
 301,101,Information,31302,Information,Models of Social Inf,Lecture,"Monday, Wednesday",1-230PM,to be determined,Professor Romero,4.00,Full Term
 301,102,Information,31303,Information,Models of Social Inf,Discussion,Friday,10-11AM,to be determined,"Professor Romero, Professor Faculty",4.00,Full Term
 301,103,Information,31304,Information,Models of Social Inf,Discussion,Friday,11-12PM,to be determined,"Professor Romero, Professor Faculty",4.00,Full Term
 301,104,Information,31305,Information,Models of Social Inf,Discussion,Friday,10-11AM,to be determined,"Professor Romero, Professor Faculty",4.00,Full Term
 301,105,Information,31306,Information,Models of Social Inf,Discussion,Friday,1-2PM,to be determined,"Professor Romero, Professor Faculty",4.00,Full Term
 301,106,Information,31307,Information,Models of Social Inf,Discussion,Friday,9-10AM,to be determined,"Professor Romero, Professor Faculty",4.00,Full Term
 301,107,Information,31308,Information,Models of Social Inf,Discussion,Friday,9-10AM,to be determined,"Professor Romero, Professor Faculty",4.00,Full Term
 301,108,Information,33317,Information,Models of Social Inf,Discussion,Friday,11-12PM,to be determined,"Professor Romero, Professor Faculty",4.00,Full Term
 301,109,Information,33318,Information,Models of Social Inf,Discussion,Friday,1-2PM,to be determined,"Professor Romero, Professor Faculty",4.00,Full Term
 302,1,Information,35259,Information,Intro Ethics,Lecture,"Tuesday, Thursday",4-530PM,1210 CHEM,"Professor Schoenebeck, Professor Fontichiaro",3.00,Full Term
 305,1,Information,35246,Information,Intro to IA,Lecture,"Tuesday, Thursday",3-4PM,G322 DENT,Professor Green,3.00,Full Term
 305,2,Information,35247,Information,Intro to IA,Discussion,Wednesday,9-10AM,2255 NQ,not available,3.00,Full Term
 305,3,Information,35249,Information,Intro to IA,Discussion,Wednesday,4-5PM,2340 SEB,not available,3.00,Full Term
 305,4,Information,35250,Information,Intro to IA,Discussion,Wednesday,9-10AM,1255 NQ,not available,3.00,Full Term
 305,5,Information,35251,Information,Intro to IA,Discussion,Wednesday,4-5PM,2462 MH,not available,3.00,Full Term
 305,6,Information,37585,Information,Intro to IA,Discussion,Wednesday,4-5PM,1046 DANA,Professor Green,3.00,Full Term
 307,1,Information,35252,Information,Intro to UX,Lecture,"Tuesday, Thursday",3-4PM,G005 DENT,Professor Gilbert,3.00,Full Term
 307,2,Information,35253,Information,Intro to UX,Lab,Wednesday,9-10AM,B137 MLB,not available,3.00,Full Term
 307,3,Information,35254,Information,Intro to UX,Lab,Wednesday,4-5PM,2255 NQ,not available,3.00,Full Term
 307,4,Information,35255,Information,Intro to UX,Lab,Tuesday,6-7PM,1110 NQ,not available,3.00,Full Term
 307,5,Information,35256,Information,Intro to UX,Lab,Wednesday,9-10AM,2340 SEB,not available,3.00,Full Term
 307,6,Information,35257,Information,Intro to UX,Lab,Wednesday,4-5PM,2752 SSWB,not available,3.00,Full Term
 307,7,Information,35258,Information,Intro to UX,Lab,Tuesday,6-7PM,3230 USB,not available,3.00,Full Term
 310,1,Information,21082,Information,Info Environs & Work,Lecture,"Tuesday, Thursday",1-230PM,G322 DENT,Professor Robert,4.00,Full Term
 310,2,Information,21083,Information,Info Environs & Work,Discussion,Wednesday,9-10AM,506 BMT,"Professor Robert, Professor Faculty",4.00,Full Term
 310,3,Information,24850,Information,Info Environs & Work,Discussion,Wednesday,3-4PM,1255 NQ,"Professor Robert, Professor Faculty",4.00,Full Term
 311,30,Information,29980,Information,Spec Topics in Info,Lecture,Thursday,11-12PM,1265 NQ,Professor Finholt,1.00-3.00,Full Term
 311,49,Information,33885,Information,Spec Topics in Info,Lecture,Tuesday,4-530PM,to be determined,not available,1.00-3.00,Full Term
 311,49,Information,33885,Information,Spec Topics in Info,Lecture,Monday,230-4PM,to be determined,Professor Hess,1.00-3.00,Full Term
 311,50,Information,31581,Information,Spec Topics in Info,Lecture,Wednesday,230-4PM,1060 BSB-TBL,Professor Hess,1.00-3.00,Full Term
 311,50,Information,31581,Information,Spec Topics in Info,Lecture,Monday,230-4PM,to be determined,not available,1.00-3.00,Full Term
 311,69,Information,32371,Information,Spec Topics in Info,Lecture,Friday,130-3PM,R0240 BUS,Professor Westphal,1.00-3.00,Full Term
 311,72,Information,34073,Information,Spec Topics in Info,Lecture,Monday,2-5PM,2185 NQ,Professor Pal,1.00-3.00,Full Term
 311,110,Information,38689,Information,Spec Topics in Info,Lecture,Friday,2-3PM,3420 CCCB,Professor Jurgens,1.00-3.00,Full Term
 311,149,Information,28393,Information,Spec Topics in Info,Lecture,"Tuesday, Thursday",4-530PM,3600 SKB,Professor Bermann,1.00-3.00,Full Term
 311,150,Information,29979,Information,Spec Topics in Info,Lecture,"Tuesday, Thursday",5-630PM,1255 NQ,Professor Rampton,1.00-3.00,Full Term
 320,1,Information,22489,Information,Graphic Design,Lecture,Thursday,9-11AM,1570 NUB,"Professor Besprozvany, Professor Godin",4.00,Full Term
 320,2,Information,34819,Information,Graphic Design,Lab,Thursday,1-3PM,1570 NUB,"Professor Godin, Professor Besprozvany",4.00,Full Term
 325,1,Information,35245,Information,Basic Math for IA,Lecture,"Monday, Wednesday",10-1130AM,1255 NQ,Professor McLeod,3.00,Full Term
 330,1,Information,21925,Information,Data Manipulation,Lecture,"Tuesday, Thursday",10-1130AM,G322 DENT,Professor Tomkins,4.00,Full Term
 330,2,Information,27183,Information,Data Manipulation,Discussion,Monday,3-4PM,2245 NQ,"Professor Tomkins, Professor Faculty",4.00,Full Term
 330,3,Information,33322,Information,Data Manipulation,Discussion,Monday,4-5PM,2255 NQ,"Professor Tomkins, Professor Faculty",4.00,Full Term
 330,4,Information,38063,Information,Data Manipulation,Discussion,Monday,3-4PM,B137 MLB,"Professor Tomkins, Professor Faculty",4.00,Full Term
 335,1,Information,38690,Information,Social Media in Orgs,Lecture,Thursday,1-4PM,2185 NQ,Professor Sunstrum,3.00,Full Term
 339,1,Information,24151,Information,"WebDesign,Dev,Access",Lecture,"Monday, Wednesday",830-10AM,AUD 4 MLB,"Professor van Lent, Professor Wolf",4.00,Full Term
 339,2,Information,24153,Information,"WebDesign,Dev,Access",Discussion,Tuesday,9-10AM,3333 MH,"Professor van Lent, Professor Faculty",4.00,Full Term
 339,3,Information,24152,Information,"WebDesign,Dev,Access",Discussion,Monday,3-4PM,1449 MH,"Professor van Lent, Professor Faculty",4.00,Full Term
 339,4,Information,25611,Information,"WebDesign,Dev,Access",Discussion,Monday,3-4PM,1033 DENT,"Professor van Lent, Professor Faculty",4.00,Full Term
 339,5,Information,25612,Information,"WebDesign,Dev,Access",Discussion,Tuesday,6-7PM,2234 USB,"Professor van Lent, Professor Faculty",4.00,Full Term
 339,6,Information,27242,Information,"WebDesign,Dev,Access",Discussion,Monday,5-6PM,2011 MLB,"Professor van Lent, Professor Faculty",4.00,Full Term
 339,7,Information,27243,Information,"WebDesign,Dev,Access",Discussion,Tuesday,2-3PM,2022 STB,"Professor van Lent, Professor Faculty",4.00,Full Term
